#{"t_start": 1684670904.417776, "env_id": null}
r,l,t
89.0,1501,27.806046
71.0,1501,30.592798
31.0,1501,33.389069
29.0,1501,36.214928
-69.0,1501,38.679733
111.90451,1501,66.501206
112.204254,1501,68.71735
114.804901,1501,71.207906
112.154633,1501,73.754787
111.75351,1501,76.007761
117.304535,1501,103.843576
113.904678,1501,106.425093
118.304718,1501,108.584606
114.104065,1501,111.154005
112.853851,1501,113.752372
121.904968,1501,141.344281
125.404144,1501,143.568976
125.854736,1501,146.072372
125.80455,1501,148.650047
128.203766,1501,150.860683
163.103638,1501,178.563143
168.053864,1501,180.788247
165.854126,1501,183.347814
172.304169,1501,185.977081
162.403442,1501,188.199068
163.504211,1501,215.616562
169.302917,1501,218.243652
179.903412,1501,220.888511
167.253143,1501,223.127199
179.4039,1501,225.745603
185.903168,1501,253.041167
184.853882,1501,255.670592
184.253845,1501,257.855699
180.804352,1501,260.454708
173.853851,1501,262.652147
