#{"t_start": 1683676504.3968213, "env_id": null}
r,l,t
15.0,1501,20.214838
19.0,1501,22.219937
57.0,1501,24.793352
83.0,1501,26.789993
51.0,1501,29.393174
-35.0,1501,49.667994
-17.0,1501,51.694079
41.0,1501,54.314726
71.0,1501,56.309026
79.0,1501,58.306222
97.0,1501,79.039527
-31.0,1501,81.024369
-117.0,1501,83.018236
25.0,1501,85.701205
-71.0,1501,87.737987
-51.0,1501,107.982306
47.0,1501,110.618039
29.0,1501,112.612568
15.0,1501,115.248711
-11.0,1501,117.247497
23.0,1501,139.727216
47.0,1501,142.678987
-11.0,1501,146.301105
65.0,1501,149.30513
51.0,1501,152.943362
-41.0,1501,174.201357
37.0,1501,176.196325
-51.0,1501,178.226829
-21.0,1501,180.998895
-19.0,1501,182.983831
-93.0,1501,203.693574
-79.0,1501,206.431741
-115.0,1501,208.423287
21.0,1501,210.428748
117.0,1501,213.103723
5.0,1501,233.826456
1.0,1501,235.819849
-11.0,1501,237.898298
-61.0,1501,240.605855
59.0,1501,242.605182
-7.0,1501,263.034021
-21.0,1501,265.745996
17.0,1501,267.732428
49.0,1501,269.779352
-21.0,1501,272.518852
-51.0,1501,293.288809
49.0,1501,295.276397
1.0,1501,297.263546
-11.0,1501,299.258432
-1.0,1501,302.037029
