#{"t_start": 1684673439.0230422, "env_id": null}
r,l,t
297.297363,1501,104.91156
159.097076,1501,107.206715
179.397156,1501,109.485494
242.297424,1501,112.509314
278.897491,1501,114.838422
252.397461,1501,220.817776
254.797241,1501,223.104471
263.897339,1501,226.201724
318.497528,1501,228.502025
235.297363,1501,230.794313
317.097595,1501,336.02311
198.697021,1501,338.300177
219.497284,1501,341.388485
266.097473,1501,343.704926
253.697174,1501,346.84597
284.497437,1501,451.738335
239.297363,1501,453.993239
261.397278,1501,456.275458
253.09729,1501,459.48703
249.997314,1501,461.761204
222.29715,1501,565.900789
280.197418,1501,568.191782
302.297516,1501,570.475148
237.797455,1501,573.718376
263.597473,1501,576.004622
240.697327,1501,680.46617
199.397156,1501,682.748286
292.997467,1501,685.040452
295.69754,1501,687.315274
250.497223,1501,690.549195
265.197174,1501,793.944024
143.897858,1501,796.195187
239.197296,1501,798.476737
255.297394,1501,801.755575
319.197693,1501,804.065434
237.897247,1501,906.760604
230.997345,1501,910.172476
259.397217,1501,912.446736
249.39743,1501,914.715354
196.497009,1501,916.976717
202.197418,1501,1020.676298
290.597412,1501,1022.95544
228.697235,1501,1026.327277
218.397552,1501,1028.597828
292.997406,1501,1030.88169
247.897156,1501,1133.277966
290.597565,1501,1135.551864
193.897614,1501,1137.808527
350.497498,1501,1141.391637
363.197479,1501,1143.669584
