#{"t_start": 1684160061.6256406, "env_id": null}
r,l,t
43.0,1501,104.923473
-5.0,1501,107.391545
45.0,1501,110.623738
43.0,1501,113.091477
51.0,1501,115.555162
51.0,1501,220.393967
15.0,1501,222.839995
-107.0,1501,226.048944
-53.0,1501,228.488961
-79.0,1501,231.734212
49.0,1501,335.7544
-79.0,1501,338.209431
-99.0,1501,341.450717
-73.0,1501,343.904953
-25.0,1501,347.179402
-75.0,1501,450.925525
-1.0,1501,453.355163
-35.0,1501,455.788236
49.0,1501,459.205994
85.0,1501,461.624944
-45.0,1501,565.130931
-61.0,1501,567.549253
65.0,1501,570.930155
-9.0,1501,573.35487
11.0,1501,575.745024
0.0,1501,676.79784
0.0,1501,679.682805
0.0,1501,681.568753
0.0,1501,683.484404
0.0,1501,686.363069
0.0,1501,786.502071
0.0,1501,788.416133
0.0,1501,790.310087
0.0,1501,793.27131
0.0,1501,795.173002
0.0,1501,893.36069
0.0,1501,896.413438
0.0,1501,898.310976
0.0,1501,900.217226
0.0,1501,902.119974
0.0,1501,1001.781181
0.0,1501,1003.69848
0.0,1501,1005.633373
0.0,1501,1008.685145
0.0,1501,1010.579412
0.0,1501,1108.200241
0.0,1501,1110.080392
0.0,1501,1111.95766
0.0,1501,1115.147741
0.0,1501,1117.023153
